,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
86156,86157,86157,8,카카오톡,/ 라디오 팟캐스트 틀기 / 카카오톡 문자메세지 보내기 / 뉴스 날씨,NA,NA,NA,NA
86157,86158,86158,8,카카오톡,좋다 이런게 인공지능 스피커구나 ㅋㅋ 카카오톡 연동시켜주면 카카오톡 보내는 주는 기능,NA,NA,NA,NA
86158,86159,86159,8,카카오톡,인공지능 스피커구나 ㅋㅋ 카카오톡 연동시켜주면 카카오톡 보내는 주는 기능 이거 진짜,NA,NA,NA,NA
86159,86160,86160,8,카카오톡,^ ^ 카카오톡 계정으로 같이 호환이 가능해요,NA,NA,NA,NA
86160,86161,86161,8,카카오톡,그리고 빠른 재싱느 _ 에 카카오톡 연동이 되서 음성으로 한번에 메시지보내기까지,NA,NA,NA,NA
86161,86162,86162,8,카카오톡,라고 스피커를 깨우면 음성으로 친구에게 카카오톡 메시지도 보낼 수 있는데요,NA,NA,NA,NA
86162,86163,86163,8,카카오톡,카카오톡 설치한다,NA,NA,NA,NA
86164,86165,86165,8,카카오톡,카카오는 카카오 맵 카카오 티 카카오톡 카카오 페이지 카카오 지하철등 온갖,NA,NA,NA,NA
86165,86166,86166,8,카카오톡,멜론프리클럽 회원이랑 카카오톡 연동이 된다는 게 너무 좋다고,NA,NA,NA,NA
86166,86167,86167,8,카카오톡,장기적으로 카카오톡 전송 · 읽어주기 보이스톡 발신,NA,NA,NA,NA
86167,86168,86168,8,카카오톡,ㅎ 카카오톡 안쓰시는분은 거의 없죠,NA,NA,NA,NA
86168,86169,86169,8,카카오톡,/ 라디오 / 팟캐스트 / 카카오톡 / 알람 / 타이머 /,NA,NA,NA,NA
86169,86170,86170,8,카카오톡,개월 할인 패키지를 찾아서 구매하고 카카오톡 선물하기에서 카카오미니 결제하는 순서인거 같은데요,NA,NA,NA,NA
86170,86171,86171,8,카카오톡,맛배기 스타일로 부실함 - 당연하게도 카카오톡 연동기능이 있어 재밌음,NA,NA,NA,NA
86171,86172,86172,8,카카오톡,kr 맞춤 정보를 카카오톡 내게쓰기 또는 카카오스토리에 자동으로 스크랩,NA,NA,NA,NA
86172,86173,86173,8,카카오톡,카카오미니를 통해서도 카카오톡 메시지를 보낼 수 있습니다,NA,NA,NA,NA
86173,86174,86174,8,카카오톡,특히 카카오톡 음성 메시지 기능과 음악어플 점유율,NA,NA,NA,NA
86174,86175,86175,8,카카오톡,390g 내장배터리 없음기능음악 라디오 팟캐스트 카카오톡 보내기알람 타이머 날씨 뉴스 운세,NA,NA,NA,NA
86175,86176,86176,8,카카오톡,카카오톡 보내기 기능과 4,NA,NA,NA,NA
86176,86177,86177,8,카카오톡,카카오톡이 라인보다 앞선다,NA,NA,NA,NA
86177,86178,86178,8,카카오톡,｜ 카카오톡 기반의 다양한 서비스로 확장성이 높은,NA,NA,NA,NA
86178,86179,86179,8,카카오톡,메시지를 보내는 기능이 있으며 카카오택시와 카카오톡 주문하기 기능도 지원할 예정이라고 한다,NA,NA,NA,NA
86179,86180,86180,8,카카오톡,일 오전 11 시에 풀리자마자 카카오톡 선물하기를 클릭해서 샀죠,NA,NA,NA,NA
86180,86181,86181,8,카카오톡,등 다양한 기술을 제공하며 멜론 카카오톡 메시지 발신 카카오택시 호출 배달음식,NA,NA,NA,NA
86181,86182,86182,8,카카오톡,음악 라디오 팟캐스트 카카오톡 뉴스와날씨 알람 시간 대화까지 못하는,NA,NA,NA,NA
86183,86184,86184,8,카카오톡,단 한가지 예측할수 있는게 카카오톡 메이커스는 제품을 선제작 후판매방식이 아닌선주문,NA,NA,NA,NA
86184,86185,86185,8,카카오톡,카카오톡 실행 > 더보기 버튼,NA,NA,NA,NA
86185,86186,86186,8,카카오톡,음악 라디오 팟캐스트 카카오톡 뉴스 기기 컨트롤 등 말하면,NA,NA,NA,NA
86186,86187,86187,8,카카오톡,멜론과 연동도 하고 카카오톡 사용 설정도 하고 다양한 설정을,NA,NA,NA,NA
86187,86188,86188,8,카카오톡,있고 대화도 할 수 있고 카카오톡 연동으로 메시지도 보내고 음악 콘텐츠도,NA,NA,NA,NA
86188,86189,86189,8,카카오톡,무엇보다 중요한 설정은 바로 멜론과 카카오톡 설정입니다,NA,NA,NA,NA
86189,86190,86190,8,카카오톡,필요한 앱도 설치하고 멜론 / 카카오톡 연동 설정을 모두 마쳤다면 이제,NA,NA,NA,NA
86190,86191,86191,8,카카오톡,스마트폰을 꺼내지 않아도 음성만으로도 새로운 카카오톡 메세지가 왔는지 확인이 가능하고 더,NA,NA,NA,NA
86191,86192,86192,8,카카오톡,카카오톡 내 장보기 서비스에 AI 기반을,NA,NA,NA,NA
86192,86193,86193,8,카카오톡,카카오톡 메시지를 음성으로 보낼 수 있답니다,NA,NA,NA,NA
86193,86194,86194,8,카카오톡,설치 후 카카오톡 사용자라면 카카오톡으로 시작 바로 연결이,NA,NA,NA,NA
86194,86195,86195,8,카카오톡,카카오톡 새로 온 거 있어,NA,NA,NA,NA
86195,86196,86196,8,카카오톡,가장 많이 사용하는 메신저 ' 카카오톡 ' 과 연동되어 음성으로 카카오톡을,NA,NA,NA,NA
86196,86197,86197,8,카카오톡,바로 바로 들을 수 있고 카카오톡 연동과 뉴스제공 검색기능 등 다양한,NA,NA,NA,NA
86197,86198,86198,8,카카오톡,앱을 설치한 후 카카오톡 계정과 연결합니다,NA,NA,NA,NA
86198,86199,86199,8,카카오톡,카카오톡 전송 ( 예 : OO,NA,NA,NA,NA
86199,86200,86200,8,카카오톡,라고 했더니 안알려쥬뮤 ㅠㅠㅠ ) 카카오톡 보낼 수 있는게 장점이다 후후,NA,NA,NA,NA
