,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
6414,6415,6415,8,스마트폰,라고 하면 블루투스로 연결되어 있는 스마트폰 태블릿과 같은 단말기의 음악을 들려,NA,NA,NA,NA
6415,6416,6416,8,스마트폰,왜냐하면 스마트폰 태블릿 스피커는 음질이 충분치 않는,NA,NA,NA,NA
6416,6417,6417,8,스마트폰,기술은 착석 자세를 실시간 측정해 스마트폰 앱에 애니메이션 형태로 보여주고 효과적인,NA,NA,NA,NA
6417,6418,6418,8,스마트폰,및 실내공기 오염물질 등이 검출되면 스마트폰 앱의 푸쉬 알람을 통해 이상,NA,NA,NA,NA
6419,6420,6420,8,스마트폰,LG 가 새로운 스마트폰 (,NA,NA,NA,NA
6420,6421,6421,8,스마트폰,스마트 씽큐 허브는 전원을 켜고 스마트폰 와이파이를 켠후 씽큐 허브 본체,NA,NA,NA,NA
6421,6422,6422,8,스마트폰,스마트폰 노트북 등이 충분히 개발되어가면서 인간들의,NA,NA,NA,NA
6422,6423,6423,8,스마트폰,본체에서 바로 업데이트를 해도 되며 스마트폰 상의 스마트씽큐 앱에서 스마트씽큐 허브,NA,NA,NA,NA
6423,6424,6424,8,스마트폰,기능은 와이파이와 블루투스를 모두 지원해 스마트폰 또는 태블릿 PC 와 무선으로,NA,NA,NA,NA
6424,6425,6425,8,스마트폰,IT 업체들의 스마트폰 경쟁보다는 오히려 지난 CES 2017,NA,NA,NA,NA
6425,6426,6426,8,스마트폰,스마트폰 없이 음성만으로 날씨와 일정 등을,NA,NA,NA,NA
6426,6427,6427,8,스마트폰,에어컨 청소기 등을 음성으로 컨트롤하고 스마트폰 음악을 재생합니다,NA,NA,NA,NA
6427,6428,6428,8,스마트폰,스마트폰,NA,NA,NA,NA
6434,6435,6435,8,스마트폰,찍어온 사진을 작은 스마트폰 화면보다는 큰 TV 화면으로 보면,NA,NA,NA,NA
6435,6436,6436,8,스마트폰,아니라 스피커로부터 발생할 생태계 경쟁이 스마트폰 다음의 격전지가 될 가능성이 크기,NA,NA,NA,NA
6436,6437,6437,8,스마트폰,삼성은 스마트폰 경쟁에서 안드로이드의 플랫폼 역량에 호되게,NA,NA,NA,NA
6437,6438,6438,8,스마트폰,AI 스킬 ' 로 불리는 스마트폰 앱 시장과 같은 마켓플레이스를 형성하고,NA,NA,NA,NA
6438,6439,6439,8,스마트폰,스마트폰 앱과 비슷하게 느껴질 수 있지만,NA,NA,NA,NA
6439,6440,6440,8,스마트폰,이 특성만으로 스마트폰 시장의 변두리에 있었던 아마존은 가장,NA,NA,NA,NA
6440,6441,6441,8,스마트폰,이는 스마트폰 시장에서 플랫폼을 주도해본 적 없는,NA,NA,NA,NA
6441,6442,6442,8,스마트폰,흔히 말하는 이 분야는 요즘 스마트폰 제조사에서 모두들 공들이고 있습니다,NA,NA,NA,NA
6442,6443,6443,8,스마트폰,스마트폰 음성인식 개인비서 - ioT 두개가,NA,NA,NA,NA
6443,6444,6444,8,스마트폰,스마트폰 제조사는 ioT 에 대한 준비를,NA,NA,NA,NA
6444,6445,6445,8,스마트폰,스마트폰 제조사이자 가전제품의 제조사 그리고 그,NA,NA,NA,NA
6445,6446,6446,8,스마트폰,LG 전자가 자사의 TV 생활가전 스마트폰 등 주요 제품군에 인공지능 (,NA,NA,NA,NA
6446,6447,6447,8,스마트폰,' IFA 2017 ' 에서 스마트폰 에어컨 공기청정기 등 인공지능 기술이,NA,NA,NA,NA
6447,6448,6448,8,스마트폰,이 외에도 LG 전자는 스마트폰 생활가전 분야에서 구글과 협력도 강화하고,NA,NA,NA,NA
6448,6449,6449,8,스마트폰,전자는 지난달 31 일 공개한 스마트폰 V30 에 구글의 음성인식 AI,NA,NA,NA,NA
6450,6451,6451,8,스마트폰,시작으로 올해 상반기에만 에어컨 TV 스마트폰 로봇청소기 세탁기 분야에서 인공지능 ',NA,NA,NA,NA
6451,6452,6452,8,스마트폰,) ' 성능을 강화한 전략 스마트폰,NA,NA,NA,NA
6452,6453,6453,8,스마트폰,국내 스마트폰 중 최초로 구글 렌즈를 탑재해,NA,NA,NA,NA
6453,6454,6454,8,스마트폰,LG 전자의 스마트폰 G7 씽큐 V35 씽큐 등,NA,NA,NA,NA
6454,6455,6455,8,스마트폰,본 포스팅에 소개한 스마트폰 에어컨 제품은 LG 전자로부터 제공받았으나,NA,NA,NA,NA
6455,6456,6456,8,스마트폰,가족들이 직접 음성명령이나 스마트폰 제어를 통해 가전에 명령을 내리는,NA,NA,NA,NA
6456,6457,6457,8,스마트폰,냉장고 트윈워시 스마트홈 솔루션 V30 스마트폰 등 다양한 제품과 기술을 만나보고,NA,NA,NA,NA
6457,6458,6458,8,스마트폰,스마트폰이 플랫폼 될 것,NA,NA,NA,NA
