,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
83618,83619,83619,8,인공지능,선호하는 이름을 지어줄 수 있어 인공지능 디바이스 본연의 멋을 더했습니다,NA,NA,NA,NA
83620,83621,83621,8,인공지능,드디어 인공지능 서비스를 겪게 되는구나,NA,NA,NA,NA
83621,83622,83622,8,인공지능,설명을 듣고 자료를 받아보고 스터디하면서 인공지능 시대가 시작됐음을 실감했어요,NA,NA,NA,NA
83622,83623,83623,8,인공지능,인공지능 서비스를 딱 맞게 사용하는 사람들도,NA,NA,NA,NA
83623,83624,83624,8,인공지능,SK 텔레콤이 인공지능 ( AI ),NA,NA,NA,NA
83624,83625,83625,8,인공지능,계기로 인공지능 스피커 ' 누구 ' 의,NA,NA,NA,NA
83625,83626,83626,8,인공지능,SK 텔레콤의 인공지능 내비게이션 ' T 맵 x,NA,NA,NA,NA
83626,83627,83627,8,인공지능,누구 ' 는 SK 텔레콤의 인공지능 ' 누구 ' 를 탑재한,NA,NA,NA,NA
83627,83628,83628,8,인공지능,SK 텔레콤의 인공지능 AI 플랫폼과 조명 기능을 결합한,NA,NA,NA,NA
83628,83629,83629,8,인공지능,내 폰찾기 ' 에 누구캔들 인공지능 AI 의 도움은 정말 편했다,NA,NA,NA,NA
83629,83630,83630,8,인공지능,ㅎㅎ 누구 캔들 인공지능 AI 와 함께하는 일상중 음악과,NA,NA,NA,NA
83631,83632,83632,8,인공지능,' 는 가까운 미래를 보여주는 인공지능 서비스 입니다,NA,NA,NA,NA
83632,83633,83633,8,인공지능,가구에 늘어남에 따라 이러한 AI 인공지능 서비스를 이용할수 있는 ' 누구,NA,NA,NA,NA
83633,83634,83634,8,인공지능,LG 유플러스의 인공지능 스피커에는 네이버의 인공지능 플랫폼 ',NA,NA,NA,NA
83634,83635,83635,8,인공지능,LG 유플러스의 인공지능 스피커에는 네이버의 인공지능 플랫폼 ' 클로바 ' 가,NA,NA,NA,NA
83635,83636,83636,8,인공지능,SK 텔레콤은 MWC 2018 에서 인공지능 스피커 누구를 한단계 진화시킨 홀로박스를,NA,NA,NA,NA
83636,83637,83637,8,인공지능,공개한 홀로박스는 홀로그램을 통해 가상의 인공지능 아바타와 얼굴을 마주하고 대화를 할,NA,NA,NA,NA
83637,83638,83638,8,인공지능,기존적으로 누구에 탑재되었던 인공지능 플랫폼이 그래도 탑재된다,NA,NA,NA,NA
83638,83639,83639,8,인공지능,홀로박스는 홀로그램 증강현실 인공지능 스피커 등 최신 기술을 접목했다는,NA,NA,NA,NA
83639,83640,83640,8,인공지능,아마도 K-POP 팬들은 인공지능 스피커나 홀로그램 등에 관심이 없더라도,NA,NA,NA,NA
83640,83641,83641,8,인공지능,SK 텔레콤에서는 인공지능 기기 누구를 꾸밀 수 있는,NA,NA,NA,NA
83642,83643,83643,8,인공지능,인공지능 ( AI ) 로봇이나 시스템과,NA,NA,NA,NA
83643,83644,83644,8,인공지능,생각이었는데요 작년 하반기 SK 텔레콤에서 인공지능 스피커 누구라고 출시되었을 때,NA,NA,NA,NA
83644,83645,83645,8,인공지능,자연어 처리기술을 이용한 SK 텔레콤 인공지능 ( AI ) 상품 누구,NA,NA,NA,NA
83645,83646,83646,8,인공지능,나 구글의 구글홈 과 유사한 인공지능,NA,NA,NA,NA
83646,83647,83647,8,인공지능,애플 홈팟 기가 지니 등 인공지능 스피커 시장이 계속해서 커지고 있고,NA,NA,NA,NA
83647,83648,83648,8,인공지능,시장이 계속해서 커지고 있고 다양한 인공지능 스피커가 계속해서 출시되고 있습니다,NA,NA,NA,NA
83648,83649,83649,8,인공지능,SK 텔레콤 인공지능 음성인식 디바이스 누구 ( NUGU,NA,NA,NA,NA
83649,83650,83650,8,인공지능,만큼 큰 사랑을 받고 있는 인공지능 스피커 누구 ( NUGU ),NA,NA,NA,NA
83650,83651,83651,8,인공지능,진화를 거듭하고 있는 SK 텔레콤의 인공지능 음성인식 디바이스 누구 ( NUGU,NA,NA,NA,NA
83658,83659,83659,8,인공지능,간단하게 최근 업그레이드 된 인공지능 음성인식 디바이스 SK 텔레콤 누구,NA,NA,NA,NA
83661,83662,83662,8,인공지능,SK 텔레콤 인공지능 연구하고 추진하는 가상의 누구나 주식회사,NA,NA,NA,NA
83662,83663,83663,8,인공지능,미래의 모습을 보면 사람과 대화하는 인공지능 ( AI ) 로봇이나 시스템을,NA,NA,NA,NA
83663,83664,83664,8,인공지능,애니메이션에서는 사이버포뮬러 인공지능 자동차 아스라다를 빼놓을 수 없을,NA,NA,NA,NA
83664,83665,83665,8,인공지능,국내에서도 인공지능 ( AI ) 에 대한,NA,NA,NA,NA
83665,83666,83666,8,인공지능,통신사인 SK 텔레콤은 음성인식 기반 인공지능 ( AI ) 서비스 누구를,NA,NA,NA,NA
83666,83667,83667,8,인공지능,온 / 오프라인을 통해 소통하고 인공지능 ( AI ) 서비스의 진화와,NA,NA,NA,NA
83667,83668,83668,8,인공지능,먼저 인공지능 진화 프로젝트를 지휘하게 되는 누구나,NA,NA,NA,NA
83668,83669,83669,8,인공지능,어떻게 보면 인공지능 누구와 가장 잘 어울릴법한 인물이기도,NA,NA,NA,NA
83669,83670,83670,8,인공지능,하나를 빠짐없이 챙겨 아기 수준의 인공지능 ( AI ) 를 지속적으로,NA,NA,NA,NA
83670,83671,83671,8,인공지능,텔레콤이 최근 출시한 음성인식 기반 인공지능 ( AI ) 서비스 누구,NA,NA,NA,NA
83671,83672,83672,8,인공지능,SK 텔레콤 인공지능 스피커 누구 ( NUGU ),NA,NA,NA,NA
83673,83674,83674,8,인공지능,이나 아이언맨의 자비스 애니메이션 사이버포뮬러의 인공지능 자동차 아스라다를 빼놓을 수 없을,NA,NA,NA,NA
83674,83675,83675,8,인공지능,작년 9 월 국내 최초로 인공지능 스피커 누구를 선보이며 AI 인공지능,NA,NA,NA,NA
83675,83676,83676,8,인공지능,인공지능 스피커 누구를 선보이며 AI 인공지능 시장에 뛰어들었는데요,NA,NA,NA,NA
83676,83677,83677,8,인공지능,SK 텔레콤 인공지능 스피커 ' NUGU ' 의,NA,NA,NA,NA
83677,83678,83678,8,인공지능,& 스펙 ] 지금까지 SKT 인공지능 스피커 누구 캔들에 대해 살펴봤는데요,NA,NA,NA,NA
83678,83679,83679,8,인공지능,인공지능 스피커에,NA,NA,NA,NA
83679,83680,83680,8,인공지능,옆에 두고 쓰기에 적당한 무드등 인공지능 스피커라는 생각이 드네요,NA,NA,NA,NA
83681,83682,83682,8,인공지능,이 제품은 인공지능 음성인식 디바이스로 꽤 다양한 일을,NA,NA,NA,NA
83682,83683,83683,8,인공지능,국내 최초 음성인식을 이용한 인공지능 디바이스 NUGU 는 음성을 인식,NA,NA,NA,NA
83683,83684,83684,8,인공지능,처음 인공지능 디바이스라고 해서 어떤 제품일지 꽤,NA,NA,NA,NA
83684,83685,83685,8,인공지능,할 수 있는 SK 텔레콤의 인공지능 서비스 누구,NA,NA,NA,NA
83685,83686,83686,8,인공지능,꽤나 재미있고 편리한 인공지능 디바이스라 꽤 유용하게 사용될 것,NA,NA,NA,NA
83687,83688,83688,8,인공지능,나 인터넷 등을 살펴보면 AI 인공지능 기술과 관련된 기사나 광고 등이,NA,NA,NA,NA
83688,83689,83689,8,인공지능,실제로 국내를 비롯해 글로벌 기업들은 인공지능 기술 개발에 박차를 가하고 있으며,NA,NA,NA,NA
83689,83690,83690,8,인공지능,인공지능 아직은 좀 먼 미래의 이야기라고,NA,NA,NA,NA
83690,83691,83691,8,인공지능,함께 할 수 있는 다양한 인공지능 서비스를 제공하고 있습니다,NA,NA,NA,NA
83691,83692,83692,8,인공지능,대표적으로 SK 텔레콤이 작년에 선보인 인공지능 스피커 누구가 대표적이라고 할 수,NA,NA,NA,NA
83692,83693,83693,8,인공지능,9 월에 선보인 SK 텔레콤의 인공지능 스피커 누구는 런칭 후 약,NA,NA,NA,NA
83694,83695,83695,8,인공지능,위 모바일 내비게이션 T 맵에 인공지능 플랫폼 누구 ( NUGU ),NA,NA,NA,NA
83695,83696,83696,8,인공지능,커넥티드카 또한 인공지능 AI 기술의 결정체라고 할 수,NA,NA,NA,NA
83696,83697,83697,8,인공지능,SK 텔레콤이 만들어 가고 있는 인공지능 기술,NA,NA,NA,NA
83697,83698,83698,8,인공지능,꽤 반갑네요 ) 두번째는 SK 인공지능 스피커 누구 / 누구 미니와,NA,NA,NA,NA
83698,83699,83699,8,인공지능,삼성전자는 올 상반기에 자사의 인공지능 비서인 빅스비를 탑재한 AI 스피커를,NA,NA,NA,NA
83699,83700,83700,8,인공지능,인공지능 스피커인데요 참시기합니다,NA,NA,NA,NA
83701,83702,83702,8,인공지능,TV 광고에서 인공지능 관련 제품 나올때마다 저도 꼭,NA,NA,NA,NA
83702,83703,83703,8,인공지능,) 는이전에 SKT 에서 선보였던 인공지능 스피커 ' 누구 ' 와,NA,NA,NA,NA
83703,83704,83704,8,인공지능,Btv 전채널 시청가능한 프리미엄 서비스를누리시면서 인공지능 ' 누구 ' 를사용하실 수,NA,NA,NA,NA
83704,83705,83705,8,인공지능,BTV x NUGU 는 다양한 인공지능 서비스를 보여주는데요 SK 는 ',NA,NA,NA,NA
83706,83707,83707,8,인공지능,sk 브로드밴드에서 출시한 ai 셋탑인 인공지능 iptv 누구 ( NUGU ),NA,NA,NA,NA
83707,83708,83708,8,인공지능,조합하여 콘텐츠 음성검색을 할수 있는 인공지능 IPTV 서비스를 시작한다고 하는데요 SK,NA,NA,NA,NA
83708,83709,83709,8,인공지능,SK 브로드밴드 관계자는 ' 인공지능 기반의 유료방송 서비스 중 콘텐츠,NA,NA,NA,NA
83709,83710,83710,8,인공지능,있는 IoT 서비스와 SK 텔레콤의 인공지능 누구 ( NUGU ) 가,NA,NA,NA,NA
83711,83712,83712,8,인공지능,그렇다면 과연 SK 브로드밴드의 누구는 인공지능 계에서 몇 위쯤 되는걸까요,NA,NA,NA,NA
83712,83713,83713,8,인공지능,재미있는 사실은 이러한 누구 같은 인공지능 스피커의 경우 끊임 없이 진화한다는,NA,NA,NA,NA
83713,83714,83714,8,인공지능,인공지능 ( AI ) 스피커 품은,NA,NA,NA,NA
83714,83715,83715,8,인공지능,요즘 핫 키워드라면 바로 인공지능 ( AI ) 이라고 해도,NA,NA,NA,NA
83715,83716,83716,8,인공지능,만큼 관련 기술을 기반으로 한 인공지능 스피커가 대거 출시되고 있고 집에,NA,NA,NA,NA
83716,83717,83717,8,인공지능,우리 생활에 필수품으로 자리매김 한 인공지능 스피커 겸 인공지능 TV,NA,NA,NA,NA
83717,83718,83718,8,인공지능,자리매김 한 인공지능 스피커 겸 인공지능 TV,NA,NA,NA,NA
83718,83719,83719,8,인공지능,x NUGU 는 SKT 의 인공지능 스피커 NUGU 와 결합된 일체형,NA,NA,NA,NA
83719,83720,83720,8,인공지능,사실 인공지능 셋탑박스의 경우 심플하다 싶을 만큼,NA,NA,NA,NA
83720,83721,83721,8,인공지능,또한 B tv 와 인공지능 스피커가 더해져 확실히 시각적인 시너지,NA,NA,NA,NA
83721,83722,83722,8,인공지능,tv x NUGU 를 통해 인공지능 TV 생활을 누릴 수 있게,NA,NA,NA,NA
83722,83723,83723,8,인공지능,우리 집의 인공지능 TV 생활의 시작,NA,NA,NA,NA
83723,83724,83724,8,인공지능,인공지능 기능이 썩 쓸모없는,NA,NA,NA,NA
83725,83726,83726,8,인공지능,년 9 월 우리나라 최초로 인공지능 스피커인 누구가 첫 선을 보인,NA,NA,NA,NA
83726,83727,83727,8,인공지능,이번 누구 캔들까지 멀게만 느껴졌던 인공지능 플랫폼이 이렇게 일상으로 자연스럽게 다가오는,NA,NA,NA,NA
83727,83728,83728,8,인공지능,그 기능에 놀라게 되는 SKT 인공지능 스피커 조명 누구 캔들,NA,NA,NA,NA
83728,83729,83729,8,인공지능,뛰어난 조명 역할을 하는 NUGU 인공지능 스피커 제가 봤을 땐 혼수,NA,NA,NA,NA
83730,83731,83731,8,인공지능,주식회사 사외이사 제도를 운영하여 SKT 인공지능 스피커 누구에서 사용할 수 있는,NA,NA,NA,NA
83731,83732,83732,8,인공지능,예를 들어서 성우협회에서는 구연동화를 SKT 인공지능 스피커 누구가 들려주면 어떨까 생각한,NA,NA,NA,NA
83733,83734,83734,8,인공지능,인공지능 스피커 누구 미니 ( NUGU,NA,NA,NA,NA
83734,83735,83735,8,인공지능,쇼핑 등을 할 수 있는 인공지능 스피커입니다,NA,NA,NA,NA
83735,83736,83736,8,인공지능,인공지능 스피커 누구 미니의 모델명은 NU200,NA,NA,NA,NA
83736,83737,83737,8,인공지능,블루투스 스피커가 아닌 인공지능 스피커로 사용하기 위해서는 스마트폰의 NUGU,NA,NA,NA,NA
83737,83738,83738,8,인공지능,인공지능 스피커 누구 미니는 우리가 많이,NA,NA,NA,NA
83738,83739,83739,8,인공지능,) ' 는 음성인식 기반의 인공지능 스피커인데요,NA,NA,NA,NA
83739,83740,83740,8,인공지능,) 는 학습을 통해 성장하는 인공지능 서비스이니까요,NA,NA,NA,NA
83740,83741,83741,8,인공지능,SKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 | 외,NA,NA,NA,NA
83741,83742,83742,8,인공지능,SKT NUGU mini 누구미니 이동형 인공지능 스피커 sk49900 원 롯데홈쇼핑가격비교 URLSKT,NA,NA,NA,NA
83742,83743,83743,8,인공지능,NUGU mini 블랙티탄 한정 에디션 인공지능 스피커 49900 원 11 번가가격비교,NA,NA,NA,NA
83743,83744,83744,8,인공지능,원 11 번가가격비교 URLSKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 49000 원,NA,NA,NA,NA
83744,83745,83745,8,인공지능,식자재마트 할인가 구매하기 SKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 | 외,NA,NA,NA,NA
83745,83746,83746,8,인공지능,가격비교 쇼핑몰최저가 베스트핫딜 SKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 | 외,NA,NA,NA,NA
83746,83747,83747,8,인공지능,SKT NUGU mini 누구미니 이동형 인공지능 스피커 sk49900 원 롯데홈쇼핑가격비교 URL,NA,NA,NA,NA
83748,83749,83749,8,인공지능,SKT NUGU mini 누구미니 이동형 인공지능 스피커 sk 49900 원 롯데홈쇼핑,NA,NA,NA,NA
83751,83752,83752,8,인공지능,NUGU mini 블랙티탄 한정 에디션 인공지능 스피커 49900 원 11 번가,NA,NA,NA,NA
83752,83753,83753,8,인공지능,번가 가격비교 URL SKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 49000 원,NA,NA,NA,NA
83753,83754,83754,8,인공지능,원 옥션가격비교 URL SKT 음성인식 인공지능 NUGUmIni 누구미니 스피커 49000 원,NA,NA,NA,NA
83755,83756,83756,8,인공지능,바로 SK 텔레콤 인공지능 서비스 누구 ( NUGU ),NA,NA,NA,NA
83756,83757,83757,8,인공지능,인공지능 스피커 NUGU 는 스피커 무드등,NA,NA,NA,NA
83757,83758,83758,8,인공지능,스피커 NUGU 는 스피커 무드등 인공지능 음성인식 기기 등이 망라된 인공지능,NA,NA,NA,NA
83758,83759,83759,8,인공지능,인공지능 음성인식 기기 등이 망라된 인공지능 기기에요,NA,NA,NA,NA
83759,83760,83760,8,인공지능,SKT 에서 음성인식 인공지능 스피커를 내놓았네요,NA,NA,NA,NA
83760,83761,83761,8,인공지능,) 인공지능 스피커 skt 누구를 사용하면서 느낀점을,NA,NA,NA,NA
83761,83762,83762,8,인공지능,인공지능스피커도 비슷하겠지만,NA,NA,NA,NA
83762,83763,83763,8,인공지능,충실하기에 사람에게 편리함을 주지만 무언가 인공지능 이란 단어가 쓰일정도로 똑똑해보이진 않습니다,NA,NA,NA,NA
83763,83764,83764,8,인공지능,skt 텔레콤 인공지능 음성인식 디바이스 ' 누구 ',NA,NA,NA,NA
83766,83767,83767,8,인공지능,↓ ↓ ↓ < SKT 인공지능 (,NA,NA,NA,NA
83767,83768,83768,8,인공지능,SKT 인공지능 음성인식 스피커 NUGU | 외,NA,NA,NA,NA
83768,83769,83769,8,인공지능,mini / 연아 핑크 / 인공지능 / AI 스피커 49900 원,NA,NA,NA,NA
83769,83770,83770,8,인공지능,NUGU mini / 화이트 / 인공지능 / AI 스피커 49900 원,NA,NA,NA,NA
83770,83771,83771,8,인공지능,49900 원 옥션가격비교 URL SKT 인공지능 음성인식 스피커 NUGU 119000 원,NA,NA,NA,NA
83771,83772,83772,8,인공지능,SKT 인공지능 음성인식 디바이스 ' 누구 (,NA,NA,NA,NA
83772,83773,83773,8,인공지능,하지만 사람만큼이나 똑똑한 인공지능 비서로 아이언맨의 명령에 따라서 많은,NA,NA,NA,NA
83774,83775,83775,8,인공지능,우리는 그것을 인공지능 음식인식 디바이스 ' 누구 (,NA,NA,NA,NA
83775,83776,83776,8,인공지능,SK 음성인식 인공지능 디바이스 ' 누구 ( NUGU,NA,NA,NA,NA
83777,83778,83778,8,인공지능,진짜 아이언맨의 인공지능 서비스 ' 자비스 ' 같지,NA,NA,NA,NA
83778,83779,83779,8,인공지능,방금 설명해 드린 것만으로도 SK 인공지능 음성인식 스피커 ' 누구 (,NA,NA,NA,NA
83779,83780,83780,8,인공지능,지금도 성장하고 있는 AI 디바이스 인공지능 음성인식 서비스라는 점입니다,NA,NA,NA,NA
83780,83781,83781,8,인공지능,인공지능 음성인식 서비스라는 점입니다,NA,NA,NA,NA
83781,83782,83782,8,인공지능,skt 인공지능 스피커 사용해 본 사람들은 아마,NA,NA,NA,NA
