,Unnamed: 0,X,category,key,sentences,senti,score1,score2,score3
154465,154466,154466,5,누구,잘 마쳤는데요오늘 고객님의 집에는 sk 누구 인공지능 셋탑까지 함께하여 저희 티비티비에서,긍정,100,0.11666615749598,1.8151443867618
154466,154467,154467,5,누구,해야 하는 제품이기 때문이죠 sk 누구 또한 이동을 많이 하지 않는,부정,100,-0.066272491591253,-0.89153439153439
154467,154468,154468,5,누구,인공지능 음석인식 디바이스 NUGU ( 누구 ) 에 대해서 포스팅을 해보려고해요,중립,100,0,0
154468,154469,154469,5,누구,똑똑한선물이었따니 + _ + ' 누구 ' 는 이름을 불러준뒤 원하는,긍정,100,0.22554935772081,1.3172043898264
154469,154470,154470,5,누구,일부기능을 실행해봤어요 ㅋㅋㅋㅋㅋㅋㅋ 누구 NUGU 인공지능 음성인식이 제공하는 서비스중,중립,100,0,0
154470,154471,154471,5,누구,찍었어요 ㅋㅋㅋㅋ 박스 열어보니까 보이는 누구 설명서랑 쿠폰들,중립,100,0,0
154471,154472,154472,5,누구,흰색이렇게 5 가지예요 ㅎㅎㅎ 제 누구 이름은 팅커벨인데팅커벨 무드등켜줘 하면,중립,100,0,0
154472,154473,154473,5,누구,예쁘고 신기하다는 이유로 요요 스피커 누구 ( NUGU ) 를 들고와버렸으니,중립,100,0.055060158599945,0.089492753623188
154473,154474,154474,5,누구,; ; 요요요 음성인식 스피커 누구 ( NUGU ) 는요,중립,100,0,0
154474,154475,154475,5,누구,얕은 지식으로 살짝쿵 스피커 누구 ( NUGU ) 에 대해,중립,100,0,0
154475,154476,154476,5,누구,음성인식 스피커 누구 ( NUGU ) 의 장점을하나씩,중립,100,0,0
154476,154477,154477,5,누구,인공지능 스피커 누구 ( NUGU ) 에게이름을 붙여,중립,100,0,0
154477,154478,154478,5,누구,스피커 누구 ( NUGU ) 는 알람으로,중립,100,0,0
154478,154479,154479,5,누구,정말 설명대로라면요요 스피커 누구 가격은 너무 저렴한 거 아닌가요,부정,100,-0.031604361447131,-0.43239373863031
154480,154481,154481,5,누구,누구 ( NUGU ) 앱을 깔고,중립,100,0,0
154481,154482,154482,5,누구,무드 등까지 한꺼번에이용 가능한 스피커 누구 ( NUGU ) 어떨까요,중립,100,0,0
154482,154483,154483,5,누구,끝내면사용 준비가 완료된답니다 AI 스피커 누구 캔들은 흰색 청색 분홍색 등,중립,100,0,0
154483,154484,154484,5,누구,바로 인공지능스피커 SKT 누구 캔들을 만나보았습니다,중립,100,0,0
154484,154485,154485,5,누구,누구 캔들을 만나보았습니다,중립,100,0,0
